attribute_name,group,description
property_address_line2_8,property,"Address Line2 attribute for property, instance 8."
property_city_8,property,"City attribute for property, instance 8."
property_state_8,property,"State attribute for property, instance 8."
property_postal_code_8,property,"Postal Code attribute for property, instance 8."
property_country_8,property,"Country attribute for property, instance 8."
property_property_type_8,property,"Property Type attribute for property, instance 8."
property_year_built_8,property,"Year Built attribute for property, instance 8."
property_purchase_price_8,property,"Purchase Price attribute for property, instance 8."
property_appraised_value_8,property,"Appraised Value attribute for property, instance 8."
property_square_feet_8,property,"Square Feet attribute for property, instance 8."
property_lot_size_8,property,"Lot Size attribute for property, instance 8."
property_num_bedrooms_8,property,"Num Bedrooms attribute for property, instance 8."
property_num_bathrooms_8,property,"Num Bathrooms attribute for property, instance 8."
payment_id_8,payment,"Id attribute for payment, instance 8."
payment_due_date_8,payment,"Due Date attribute for payment, instance 8."
payment_amount_due_8,payment,"Amount Due attribute for payment, instance 8."
payment_amount_paid_8,payment,"Amount Paid attribute for payment, instance 8."
payment_payment_date_8,payment,"Payment Date attribute for payment, instance 8."
payment_payment_method_8,payment,"Payment Method attribute for payment, instance 8."
payment_status_8,payment,"Status attribute for payment, instance 8."
payment_late_fee_8,payment,"Late Fee attribute for payment, instance 8."
payment_escrow_amount_8,payment,"Escrow Amount attribute for payment, instance 8."
escrow_id_8,escrow,"Id attribute for escrow, instance 8."
escrow_type_8,escrow,"Type attribute for escrow, instance 8."
escrow_balance_8,escrow,"Balance attribute for escrow, instance 8."
escrow_taxes_due_8,escrow,"Taxes Due attribute for escrow, instance 8."
escrow_insurance_due_8,escrow,"Insurance Due attribute for escrow, instance 8."
escrow_last_payment_date_8,escrow,"Last Payment Date attribute for escrow, instance 8."
escrow_next_payment_due_8,escrow,"Next Payment Due attribute for escrow, instance 8."
regulatory_hmda_reporting_flag_8,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 8."
regulatory_compliance_status_8,regulatory,"Compliance Status attribute for regulatory, instance 8."
regulatory_regulator_notes_8,regulatory,"Regulator Notes attribute for regulatory, instance 8."
regulatory_fair_lending_score_8,regulatory,"Fair Lending Score attribute for regulatory, instance 8."
regulatory_audit_status_8,regulatory,"Audit Status attribute for regulatory, instance 8."
borrower_id_9,borrower,"Id attribute for borrower, instance 9."
borrower_first_name_9,borrower,"First Name attribute for borrower, instance 9."
borrower_last_name_9,borrower,"Last Name attribute for borrower, instance 9."
borrower_date_of_birth_9,borrower,"Date Of Birth attribute for borrower, instance 9."
borrower_ssn_9,borrower,"Ssn attribute for borrower, instance 9."
borrower_employment_status_9,borrower,"Employment Status attribute for borrower, instance 9."
borrower_annual_income_9,borrower,"Annual Income attribute for borrower, instance 9."
borrower_credit_score_9,borrower,"Credit Score attribute for borrower, instance 9."
borrower_marital_status_9,borrower,"Marital Status attribute for borrower, instance 9."
borrower_number_of_dependents_9,borrower,"Number Of Dependents attribute for borrower, instance 9."
borrower_residency_status_9,borrower,"Residency Status attribute for borrower, instance 9."
loan_id_9,loan,"Id attribute for loan, instance 9."
loan_type_9,loan,"Type attribute for loan, instance 9."
loan_amount_9,loan,"Amount attribute for loan, instance 9."
loan_term_years_9,loan,"Term Years attribute for loan, instance 9."
loan_interest_rate_9,loan,"Interest Rate attribute for loan, instance 9."
loan_origination_date_9,loan,"Origination Date attribute for loan, instance 9."
loan_maturity_date_9,loan,"Maturity Date attribute for loan, instance 9."
loan_status_9,loan,"Status attribute for loan, instance 9."
loan_ltv_ratio_9,loan,"Ltv Ratio attribute for loan, instance 9."
loan_dti_ratio_9,loan,"Dti Ratio attribute for loan, instance 9."
loan_amortization_type_9,loan,"Amortization Type attribute for loan, instance 9."
property_id_9,property,"Id attribute for property, instance 9."
property_address_line1_9,property,"Address Line1 attribute for property, instance 9."
property_address_line2_9,property,"Address Line2 attribute for property, instance 9."
property_city_9,property,"City attribute for property, instance 9."
property_state_9,property,"State attribute for property, instance 9."
property_postal_code_9,property,"Postal Code attribute for property, instance 9."
property_country_9,property,"Country attribute for property, instance 9."
property_property_type_9,property,"Property Type attribute for property, instance 9."
property_year_built_9,property,"Year Built attribute for property, instance 9."
property_purchase_price_9,property,"Purchase Price attribute for property, instance 9."
property_appraised_value_9,property,"Appraised Value attribute for property, instance 9."
property_square_feet_9,property,"Square Feet attribute for property, instance 9."
property_lot_size_9,property,"Lot Size attribute for property, instance 9."
property_num_bedrooms_9,property,"Num Bedrooms attribute for property, instance 9."
property_num_bathrooms_9,property,"Num Bathrooms attribute for property, instance 9."
payment_id_9,payment,"Id attribute for payment, instance 9."
payment_due_date_9,payment,"Due Date attribute for payment, instance 9."
payment_amount_due_9,payment,"Amount Due attribute for payment, instance 9."
payment_amount_paid_9,payment,"Amount Paid attribute for payment, instance 9."
payment_payment_date_9,payment,"Payment Date attribute for payment, instance 9."
payment_payment_method_9,payment,"Payment Method attribute for payment, instance 9."
payment_status_9,payment,"Status attribute for payment, instance 9."
payment_late_fee_9,payment,"Late Fee attribute for payment, instance 9."
payment_escrow_amount_9,payment,"Escrow Amount attribute for payment, instance 9."
escrow_id_9,escrow,"Id attribute for escrow, instance 9."
escrow_type_9,escrow,"Type attribute for escrow, instance 9."
escrow_balance_9,escrow,"Balance attribute for escrow, instance 9."
escrow_taxes_due_9,escrow,"Taxes Due attribute for escrow, instance 9."
escrow_insurance_due_9,escrow,"Insurance Due attribute for escrow, instance 9."
escrow_last_payment_date_9,escrow,"Last Payment Date attribute for escrow, instance 9."
escrow_next_payment_due_9,escrow,"Next Payment Due attribute for escrow, instance 9."
regulatory_hmda_reporting_flag_9,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 9."
regulatory_compliance_status_9,regulatory,"Compliance Status attribute for regulatory, instance 9."
regulatory_regulator_notes_9,regulatory,"Regulator Notes attribute for regulatory, instance 9."
regulatory_fair_lending_score_9,regulatory,"Fair Lending Score attribute for regulatory, instance 9."
regulatory_audit_status_9,regulatory,"Audit Status attribute for regulatory, instance 9."
borrower_id_10,borrower,"Id attribute for borrower, instance 10."
borrower_first_name_10,borrower,"First Name attribute for borrower, instance 10."
borrower_last_name_10,borrower,"Last Name attribute for borrower, instance 10."
borrower_date_of_birth_10,borrower,"Date Of Birth attribute for borrower, instance 10."
borrower_ssn_10,borrower,"Ssn attribute for borrower, instance 10."
borrower_employment_status_10,borrower,"Employment Status attribute for borrower, instance 10."
borrower_annual_income_10,borrower,"Annual Income attribute for borrower, instance 10."
borrower_credit_score_10,borrower,"Credit Score attribute for borrower, instance 10."
borrower_marital_status_10,borrower,"Marital Status attribute for borrower, instance 10."
borrower_number_of_dependents_10,borrower,"Number Of Dependents attribute for borrower, instance 10."
borrower_residency_status_10,borrower,"Residency Status attribute for borrower, instance 10."
loan_id_10,loan,"Id attribute for loan, instance 10."
loan_type_10,loan,"Type attribute for loan, instance 10."
loan_amount_10,loan,"Amount attribute for loan, instance 10."
loan_term_years_10,loan,"Term Years attribute for loan, instance 10."
loan_interest_rate_10,loan,"Interest Rate attribute for loan, instance 10."
loan_origination_date_10,loan,"Origination Date attribute for loan, instance 10."
loan_maturity_date_10,loan,"Maturity Date attribute for loan, instance 10."
loan_status_10,loan,"Status attribute for loan, instance 10."
loan_ltv_ratio_10,loan,"Ltv Ratio attribute for loan, instance 10."
loan_dti_ratio_10,loan,"Dti Ratio attribute for loan, instance 10."
loan_amortization_type_10,loan,"Amortization Type attribute for loan, instance 10."
property_id_10,property,"Id attribute for property, instance 10."
property_address_line1_10,property,"Address Line1 attribute for property, instance 10."
property_address_line2_10,property,"Address Line2 attribute for property, instance 10."
property_city_10,property,"City attribute for property, instance 10."
property_state_10,property,"State attribute for property, instance 10."
property_postal_code_10,property,"Postal Code attribute for property, instance 10."
property_country_10,property,"Country attribute for property, instance 10."
property_property_type_10,property,"Property Type attribute for property, instance 10."
property_year_built_10,property,"Year Built attribute for property, instance 10."
property_purchase_price_10,property,"Purchase Price attribute for property, instance 10."
property_appraised_value_10,property,"Appraised Value attribute for property, instance 10."
property_square_feet_10,property,"Square Feet attribute for property, instance 10."
property_lot_size_10,property,"Lot Size attribute for property, instance 10."
property_num_bedrooms_10,property,"Num Bedrooms attribute for property, instance 10."
property_num_bathrooms_10,property,"Num Bathrooms attribute for property, instance 10."
payment_id_10,payment,"Id attribute for payment, instance 10."
payment_due_date_10,payment,"Due Date attribute for payment, instance 10."
payment_amount_due_10,payment,"Amount Due attribute for payment, instance 10."
payment_amount_paid_10,payment,"Amount Paid attribute for payment, instance 10."
payment_payment_date_10,payment,"Payment Date attribute for payment, instance 10."
payment_payment_method_10,payment,"Payment Method attribute for payment, instance 10."
payment_status_10,payment,"Status attribute for payment, instance 10."
payment_late_fee_10,payment,"Late Fee attribute for payment, instance 10."
payment_escrow_amount_10,payment,"Escrow Amount attribute for payment, instance 10."
escrow_id_10,escrow,"Id attribute for escrow, instance 10."
escrow_type_10,escrow,"Type attribute for escrow, instance 10."
escrow_balance_10,escrow,"Balance attribute for escrow, instance 10."
escrow_taxes_due_10,escrow,"Taxes Due attribute for escrow, instance 10."
escrow_insurance_due_10,escrow,"Insurance Due attribute for escrow, instance 10."
escrow_last_payment_date_10,escrow,"Last Payment Date attribute for escrow, instance 10."
