attribute_name,group,description
merchant.terminal_id.trend_up,merchant,Merchant attribute 'terminal_id' with derivation 'trend_up'
merchant.terminal_id.trend_down,merchant,Merchant attribute 'terminal_id' with derivation 'trend_down'
merchant.terminal_id.missing_flag,merchant,Merchant attribute 'terminal_id' with derivation 'missing_flag'
merchant.acquirer_id.raw,merchant,Merchant attribute 'acquirer_id' with derivation 'raw'
merchant.acquirer_id.normalized,merchant,Merchant attribute 'acquirer_id' with derivation 'normalized'
merchant.acquirer_id.zscore,merchant,Merchant attribute 'acquirer_id' with derivation 'zscore'
merchant.acquirer_id.min_last_10,merchant,Merchant attribute 'acquirer_id' with derivation 'min_last_10'
merchant.acquirer_id.max_last_10,merchant,Merchant attribute 'acquirer_id' with derivation 'max_last_10'
merchant.acquirer_id.avg_last_10,merchant,Merchant attribute 'acquirer_id' with derivation 'avg_last_10'
merchant.acquirer_id.sum_last_10,merchant,Merchant attribute 'acquirer_id' with derivation 'sum_last_10'
merchant.acquirer_id.stddev_last_10,merchant,Merchant attribute 'acquirer_id' with derivation 'stddev_last_10'
merchant.acquirer_id.last_seen,merchant,Merchant attribute 'acquirer_id' with derivation 'last_seen'
merchant.acquirer_id.count_last_1h,merchant,Merchant attribute 'acquirer_id' with derivation 'count_last_1h'
merchant.acquirer_id.count_last_24h,merchant,Merchant attribute 'acquirer_id' with derivation 'count_last_24h'
merchant.acquirer_id.count_last_7d,merchant,Merchant attribute 'acquirer_id' with derivation 'count_last_7d'
merchant.acquirer_id.count_last_30d,merchant,Merchant attribute 'acquirer_id' with derivation 'count_last_30d'
merchant.acquirer_id.flag_anomaly,merchant,Merchant attribute 'acquirer_id' with derivation 'flag_anomaly'
merchant.acquirer_id.rolling_avg_1h,merchant,Merchant attribute 'acquirer_id' with derivation 'rolling_avg_1h'
merchant.acquirer_id.rolling_avg_24h,merchant,Merchant attribute 'acquirer_id' with derivation 'rolling_avg_24h'
merchant.acquirer_id.velocity_flag,merchant,Merchant attribute 'acquirer_id' with derivation 'velocity_flag'
merchant.acquirer_id.trend_up,merchant,Merchant attribute 'acquirer_id' with derivation 'trend_up'
merchant.acquirer_id.trend_down,merchant,Merchant attribute 'acquirer_id' with derivation 'trend_down'
merchant.acquirer_id.missing_flag,merchant,Merchant attribute 'acquirer_id' with derivation 'missing_flag'
merchant.acquirer_name.raw,merchant,Merchant attribute 'acquirer_name' with derivation 'raw'
merchant.acquirer_name.normalized,merchant,Merchant attribute 'acquirer_name' with derivation 'normalized'
merchant.acquirer_name.zscore,merchant,Merchant attribute 'acquirer_name' with derivation 'zscore'
merchant.acquirer_name.min_last_10,merchant,Merchant attribute 'acquirer_name' with derivation 'min_last_10'
merchant.acquirer_name.max_last_10,merchant,Merchant attribute 'acquirer_name' with derivation 'max_last_10'
merchant.acquirer_name.avg_last_10,merchant,Merchant attribute 'acquirer_name' with derivation 'avg_last_10'
merchant.acquirer_name.sum_last_10,merchant,Merchant attribute 'acquirer_name' with derivation 'sum_last_10'
merchant.acquirer_name.stddev_last_10,merchant,Merchant attribute 'acquirer_name' with derivation 'stddev_last_10'
merchant.acquirer_name.last_seen,merchant,Merchant attribute 'acquirer_name' with derivation 'last_seen'
merchant.acquirer_name.count_last_1h,merchant,Merchant attribute 'acquirer_name' with derivation 'count_last_1h'
merchant.acquirer_name.count_last_24h,merchant,Merchant attribute 'acquirer_name' with derivation 'count_last_24h'
merchant.acquirer_name.count_last_7d,merchant,Merchant attribute 'acquirer_name' with derivation 'count_last_7d'
merchant.acquirer_name.count_last_30d,merchant,Merchant attribute 'acquirer_name' with derivation 'count_last_30d'
merchant.acquirer_name.flag_anomaly,merchant,Merchant attribute 'acquirer_name' with derivation 'flag_anomaly'
merchant.acquirer_name.rolling_avg_1h,merchant,Merchant attribute 'acquirer_name' with derivation 'rolling_avg_1h'
merchant.acquirer_name.rolling_avg_24h,merchant,Merchant attribute 'acquirer_name' with derivation 'rolling_avg_24h'
merchant.acquirer_name.velocity_flag,merchant,Merchant attribute 'acquirer_name' with derivation 'velocity_flag'
merchant.acquirer_name.trend_up,merchant,Merchant attribute 'acquirer_name' with derivation 'trend_up'
merchant.acquirer_name.trend_down,merchant,Merchant attribute 'acquirer_name' with derivation 'trend_down'
merchant.acquirer_name.missing_flag,merchant,Merchant attribute 'acquirer_name' with derivation 'missing_flag'
fraud.velocity_txn_count_last_1h.raw,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'raw'
fraud.velocity_txn_count_last_1h.normalized,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'normalized'
fraud.velocity_txn_count_last_1h.zscore,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'zscore'
fraud.velocity_txn_count_last_1h.min_last_10,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'min_last_10'
fraud.velocity_txn_count_last_1h.max_last_10,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'max_last_10'
fraud.velocity_txn_count_last_1h.avg_last_10,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'avg_last_10'
fraud.velocity_txn_count_last_1h.sum_last_10,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'sum_last_10'
fraud.velocity_txn_count_last_1h.stddev_last_10,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'stddev_last_10'
fraud.velocity_txn_count_last_1h.last_seen,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'last_seen'
fraud.velocity_txn_count_last_1h.count_last_1h,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'count_last_1h'
fraud.velocity_txn_count_last_1h.count_last_24h,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'count_last_24h'
fraud.velocity_txn_count_last_1h.count_last_7d,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'count_last_7d'
fraud.velocity_txn_count_last_1h.count_last_30d,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'count_last_30d'
fraud.velocity_txn_count_last_1h.flag_anomaly,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'flag_anomaly'
fraud.velocity_txn_count_last_1h.rolling_avg_1h,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'rolling_avg_1h'
fraud.velocity_txn_count_last_1h.rolling_avg_24h,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'rolling_avg_24h'
fraud.velocity_txn_count_last_1h.velocity_flag,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'velocity_flag'
fraud.velocity_txn_count_last_1h.trend_up,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'trend_up'
fraud.velocity_txn_count_last_1h.trend_down,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'trend_down'
fraud.velocity_txn_count_last_1h.missing_flag,fraud,Fraud attribute 'velocity_txn_count_last_1h' with derivation 'missing_flag'
fraud.velocity_txn_count_last_24h.raw,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'raw'
fraud.velocity_txn_count_last_24h.normalized,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'normalized'
fraud.velocity_txn_count_last_24h.zscore,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'zscore'
fraud.velocity_txn_count_last_24h.min_last_10,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'min_last_10'
fraud.velocity_txn_count_last_24h.max_last_10,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'max_last_10'
fraud.velocity_txn_count_last_24h.avg_last_10,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'avg_last_10'
fraud.velocity_txn_count_last_24h.sum_last_10,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'sum_last_10'
fraud.velocity_txn_count_last_24h.stddev_last_10,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'stddev_last_10'
fraud.velocity_txn_count_last_24h.last_seen,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'last_seen'
fraud.velocity_txn_count_last_24h.count_last_1h,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'count_last_1h'
fraud.velocity_txn_count_last_24h.count_last_24h,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'count_last_24h'
fraud.velocity_txn_count_last_24h.count_last_7d,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'count_last_7d'
fraud.velocity_txn_count_last_24h.count_last_30d,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'count_last_30d'
fraud.velocity_txn_count_last_24h.flag_anomaly,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'flag_anomaly'
fraud.velocity_txn_count_last_24h.rolling_avg_1h,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'rolling_avg_1h'
fraud.velocity_txn_count_last_24h.rolling_avg_24h,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'rolling_avg_24h'
fraud.velocity_txn_count_last_24h.velocity_flag,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'velocity_flag'
fraud.velocity_txn_count_last_24h.trend_up,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'trend_up'
fraud.velocity_txn_count_last_24h.trend_down,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'trend_down'
fraud.velocity_txn_count_last_24h.missing_flag,fraud,Fraud attribute 'velocity_txn_count_last_24h' with derivation 'missing_flag'
fraud.velocity_amount_last_1h.raw,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'raw'
fraud.velocity_amount_last_1h.normalized,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'normalized'
fraud.velocity_amount_last_1h.zscore,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'zscore'
fraud.velocity_amount_last_1h.min_last_10,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'min_last_10'
fraud.velocity_amount_last_1h.max_last_10,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'max_last_10'
fraud.velocity_amount_last_1h.avg_last_10,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'avg_last_10'
fraud.velocity_amount_last_1h.sum_last_10,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'sum_last_10'
fraud.velocity_amount_last_1h.stddev_last_10,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'stddev_last_10'
fraud.velocity_amount_last_1h.last_seen,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'last_seen'
fraud.velocity_amount_last_1h.count_last_1h,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'count_last_1h'
fraud.velocity_amount_last_1h.count_last_24h,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'count_last_24h'
fraud.velocity_amount_last_1h.count_last_7d,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'count_last_7d'
fraud.velocity_amount_last_1h.count_last_30d,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'count_last_30d'
fraud.velocity_amount_last_1h.flag_anomaly,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'flag_anomaly'
fraud.velocity_amount_last_1h.rolling_avg_1h,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'rolling_avg_1h'
fraud.velocity_amount_last_1h.rolling_avg_24h,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'rolling_avg_24h'
fraud.velocity_amount_last_1h.velocity_flag,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'velocity_flag'
fraud.velocity_amount_last_1h.trend_up,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'trend_up'
fraud.velocity_amount_last_1h.trend_down,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'trend_down'
fraud.velocity_amount_last_1h.missing_flag,fraud,Fraud attribute 'velocity_amount_last_1h' with derivation 'missing_flag'
fraud.velocity_amount_last_24h.raw,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'raw'
fraud.velocity_amount_last_24h.normalized,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'normalized'
fraud.velocity_amount_last_24h.zscore,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'zscore'
fraud.velocity_amount_last_24h.min_last_10,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'min_last_10'
fraud.velocity_amount_last_24h.max_last_10,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'max_last_10'
fraud.velocity_amount_last_24h.avg_last_10,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'avg_last_10'
fraud.velocity_amount_last_24h.sum_last_10,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'sum_last_10'
fraud.velocity_amount_last_24h.stddev_last_10,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'stddev_last_10'
fraud.velocity_amount_last_24h.last_seen,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'last_seen'
fraud.velocity_amount_last_24h.count_last_1h,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'count_last_1h'
fraud.velocity_amount_last_24h.count_last_24h,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'count_last_24h'
fraud.velocity_amount_last_24h.count_last_7d,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'count_last_7d'
fraud.velocity_amount_last_24h.count_last_30d,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'count_last_30d'
fraud.velocity_amount_last_24h.flag_anomaly,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'flag_anomaly'
fraud.velocity_amount_last_24h.rolling_avg_1h,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'rolling_avg_1h'
fraud.velocity_amount_last_24h.rolling_avg_24h,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'rolling_avg_24h'
fraud.velocity_amount_last_24h.velocity_flag,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'velocity_flag'
fraud.velocity_amount_last_24h.trend_up,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'trend_up'
fraud.velocity_amount_last_24h.trend_down,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'trend_down'
fraud.velocity_amount_last_24h.missing_flag,fraud,Fraud attribute 'velocity_amount_last_24h' with derivation 'missing_flag'
fraud.device_fingerprint.raw,fraud,Fraud attribute 'device_fingerprint' with derivation 'raw'
fraud.device_fingerprint.normalized,fraud,Fraud attribute 'device_fingerprint' with derivation 'normalized'
fraud.device_fingerprint.zscore,fraud,Fraud attribute 'device_fingerprint' with derivation 'zscore'
fraud.device_fingerprint.min_last_10,fraud,Fraud attribute 'device_fingerprint' with derivation 'min_last_10'
fraud.device_fingerprint.max_last_10,fraud,Fraud attribute 'device_fingerprint' with derivation 'max_last_10'
fraud.device_fingerprint.avg_last_10,fraud,Fraud attribute 'device_fingerprint' with derivation 'avg_last_10'
fraud.device_fingerprint.sum_last_10,fraud,Fraud attribute 'device_fingerprint' with derivation 'sum_last_10'
fraud.device_fingerprint.stddev_last_10,fraud,Fraud attribute 'device_fingerprint' with derivation 'stddev_last_10'
fraud.device_fingerprint.last_seen,fraud,Fraud attribute 'device_fingerprint' with derivation 'last_seen'
fraud.device_fingerprint.count_last_1h,fraud,Fraud attribute 'device_fingerprint' with derivation 'count_last_1h'
fraud.device_fingerprint.count_last_24h,fraud,Fraud attribute 'device_fingerprint' with derivation 'count_last_24h'
fraud.device_fingerprint.count_last_7d,fraud,Fraud attribute 'device_fingerprint' with derivation 'count_last_7d'
fraud.device_fingerprint.count_last_30d,fraud,Fraud attribute 'device_fingerprint' with derivation 'count_last_30d'
fraud.device_fingerprint.flag_anomaly,fraud,Fraud attribute 'device_fingerprint' with derivation 'flag_anomaly'
fraud.device_fingerprint.rolling_avg_1h,fraud,Fraud attribute 'device_fingerprint' with derivation 'rolling_avg_1h'
fraud.device_fingerprint.rolling_avg_24h,fraud,Fraud attribute 'device_fingerprint' with derivation 'rolling_avg_24h'
fraud.device_fingerprint.velocity_flag,fraud,Fraud attribute 'device_fingerprint' with derivation 'velocity_flag'
fraud.device_fingerprint.trend_up,fraud,Fraud attribute 'device_fingerprint' with derivation 'trend_up'
fraud.device_fingerprint.trend_down,fraud,Fraud attribute 'device_fingerprint' with derivation 'trend_down'
fraud.device_fingerprint.missing_flag,fraud,Fraud attribute 'device_fingerprint' with derivation 'missing_flag'
fraud.ip_address.raw,fraud,Fraud attribute 'ip_address' with derivation 'raw'
fraud.ip_address.normalized,fraud,Fraud attribute 'ip_address' with derivation 'normalized'
fraud.ip_address.zscore,fraud,Fraud attribute 'ip_address' with derivation 'zscore'
fraud.ip_address.min_last_10,fraud,Fraud attribute 'ip_address' with derivation 'min_last_10'
fraud.ip_address.max_last_10,fraud,Fraud attribute 'ip_address' with derivation 'max_last_10'
fraud.ip_address.avg_last_10,fraud,Fraud attribute 'ip_address' with derivation 'avg_last_10'
fraud.ip_address.sum_last_10,fraud,Fraud attribute 'ip_address' with derivation 'sum_last_10'
fraud.ip_address.stddev_last_10,fraud,Fraud attribute 'ip_address' with derivation 'stddev_last_10'
fraud.ip_address.last_seen,fraud,Fraud attribute 'ip_address' with derivation 'last_seen'
fraud.ip_address.count_last_1h,fraud,Fraud attribute 'ip_address' with derivation 'count_last_1h'
fraud.ip_address.count_last_24h,fraud,Fraud attribute 'ip_address' with derivation 'count_last_24h'
fraud.ip_address.count_last_7d,fraud,Fraud attribute 'ip_address' with derivation 'count_last_7d'
fraud.ip_address.count_last_30d,fraud,Fraud attribute 'ip_address' with derivation 'count_last_30d'
fraud.ip_address.flag_anomaly,fraud,Fraud attribute 'ip_address' with derivation 'flag_anomaly'
fraud.ip_address.rolling_avg_1h,fraud,Fraud attribute 'ip_address' with derivation 'rolling_avg_1h'
fraud.ip_address.rolling_avg_24h,fraud,Fraud attribute 'ip_address' with derivation 'rolling_avg_24h'
fraud.ip_address.velocity_flag,fraud,Fraud attribute 'ip_address' with derivation 'velocity_flag'
fraud.ip_address.trend_up,fraud,Fraud attribute 'ip_address' with derivation 'trend_up'
fraud.ip_address.trend_down,fraud,Fraud attribute 'ip_address' with derivation 'trend_down'
fraud.ip_address.missing_flag,fraud,Fraud attribute 'ip_address' with derivation 'missing_flag'
fraud.geo_location.raw,fraud,Fraud attribute 'geo_location' with derivation 'raw'
fraud.geo_location.normalized,fraud,Fraud attribute 'geo_location' with derivation 'normalized'
fraud.geo_location.zscore,fraud,Fraud attribute 'geo_location' with derivation 'zscore'
fraud.geo_location.min_last_10,fraud,Fraud attribute 'geo_location' with derivation 'min_last_10'
fraud.geo_location.max_last_10,fraud,Fraud attribute 'geo_location' with derivation 'max_last_10'
fraud.geo_location.avg_last_10,fraud,Fraud attribute 'geo_location' with derivation 'avg_last_10'
fraud.geo_location.sum_last_10,fraud,Fraud attribute 'geo_location' with derivation 'sum_last_10'
fraud.geo_location.stddev_last_10,fraud,Fraud attribute 'geo_location' with derivation 'stddev_last_10'
fraud.geo_location.last_seen,fraud,Fraud attribute 'geo_location' with derivation 'last_seen'
fraud.geo_location.count_last_1h,fraud,Fraud attribute 'geo_location' with derivation 'count_last_1h'
fraud.geo_location.count_last_24h,fraud,Fraud attribute 'geo_location' with derivation 'count_last_24h'
fraud.geo_location.count_last_7d,fraud,Fraud attribute 'geo_location' with derivation 'count_last_7d'
fraud.geo_location.count_last_30d,fraud,Fraud attribute 'geo_location' with derivation 'count_last_30d'
fraud.geo_location.flag_anomaly,fraud,Fraud attribute 'geo_location' with derivation 'flag_anomaly'
fraud.geo_location.rolling_avg_1h,fraud,Fraud attribute 'geo_location' with derivation 'rolling_avg_1h'
fraud.geo_location.rolling_avg_24h,fraud,Fraud attribute 'geo_location' with derivation 'rolling_avg_24h'
fraud.geo_location.velocity_flag,fraud,Fraud attribute 'geo_location' with derivation 'velocity_flag'
fraud.geo_location.trend_up,fraud,Fraud attribute 'geo_location' with derivation 'trend_up'
fraud.geo_location.trend_down,fraud,Fraud attribute 'geo_location' with derivation 'trend_down'
fraud.geo_location.missing_flag,fraud,Fraud attribute 'geo_location' with derivation 'missing_flag'
fraud.suspicious_device_flag.raw,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'raw'
fraud.suspicious_device_flag.normalized,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'normalized'
fraud.suspicious_device_flag.zscore,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'zscore'
fraud.suspicious_device_flag.min_last_10,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'min_last_10'
fraud.suspicious_device_flag.max_last_10,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'max_last_10'
fraud.suspicious_device_flag.avg_last_10,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'avg_last_10'
fraud.suspicious_device_flag.sum_last_10,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'sum_last_10'
fraud.suspicious_device_flag.stddev_last_10,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'stddev_last_10'
fraud.suspicious_device_flag.last_seen,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'last_seen'
fraud.suspicious_device_flag.count_last_1h,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'count_last_1h'
fraud.suspicious_device_flag.count_last_24h,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'count_last_24h'
fraud.suspicious_device_flag.count_last_7d,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'count_last_7d'
fraud.suspicious_device_flag.count_last_30d,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'count_last_30d'
fraud.suspicious_device_flag.flag_anomaly,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'flag_anomaly'
fraud.suspicious_device_flag.rolling_avg_1h,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'rolling_avg_1h'
fraud.suspicious_device_flag.rolling_avg_24h,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'rolling_avg_24h'
fraud.suspicious_device_flag.velocity_flag,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'velocity_flag'
fraud.suspicious_device_flag.trend_up,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'trend_up'
fraud.suspicious_device_flag.trend_down,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'trend_down'
fraud.suspicious_device_flag.missing_flag,fraud,Fraud attribute 'suspicious_device_flag' with derivation 'missing_flag'
fraud.ml_score.raw,fraud,Fraud attribute 'ml_score' with derivation 'raw'
fraud.ml_score.normalized,fraud,Fraud attribute 'ml_score' with derivation 'normalized'
fraud.ml_score.zscore,fraud,Fraud attribute 'ml_score' with derivation 'zscore'
fraud.ml_score.min_last_10,fraud,Fraud attribute 'ml_score' with derivation 'min_last_10'
fraud.ml_score.max_last_10,fraud,Fraud attribute 'ml_score' with derivation 'max_last_10'
fraud.ml_score.avg_last_10,fraud,Fraud attribute 'ml_score' with derivation 'avg_last_10'
fraud.ml_score.sum_last_10,fraud,Fraud attribute 'ml_score' with derivation 'sum_last_10'
fraud.ml_score.stddev_last_10,fraud,Fraud attribute 'ml_score' with derivation 'stddev_last_10'
fraud.ml_score.last_seen,fraud,Fraud attribute 'ml_score' with derivation 'last_seen'
fraud.ml_score.count_last_1h,fraud,Fraud attribute 'ml_score' with derivation 'count_last_1h'
fraud.ml_score.count_last_24h,fraud,Fraud attribute 'ml_score' with derivation 'count_last_24h'
fraud.ml_score.count_last_7d,fraud,Fraud attribute 'ml_score' with derivation 'count_last_7d'
fraud.ml_score.count_last_30d,fraud,Fraud attribute 'ml_score' with derivation 'count_last_30d'
fraud.ml_score.flag_anomaly,fraud,Fraud attribute 'ml_score' with derivation 'flag_anomaly'
fraud.ml_score.rolling_avg_1h,fraud,Fraud attribute 'ml_score' with derivation 'rolling_avg_1h'
fraud.ml_score.rolling_avg_24h,fraud,Fraud attribute 'ml_score' with derivation 'rolling_avg_24h'
fraud.ml_score.velocity_flag,fraud,Fraud attribute 'ml_score' with derivation 'velocity_flag'
fraud.ml_score.trend_up,fraud,Fraud attribute 'ml_score' with derivation 'trend_up'
fraud.ml_score.trend_down,fraud,Fraud attribute 'ml_score' with derivation 'trend_down'
fraud.ml_score.missing_flag,fraud,Fraud attribute 'ml_score' with derivation 'missing_flag'
fraud.risk_level.raw,fraud,Fraud attribute 'risk_level' with derivation 'raw'
fraud.risk_level.normalized,fraud,Fraud attribute 'risk_level' with derivation 'normalized'
fraud.risk_level.zscore,fraud,Fraud attribute 'risk_level' with derivation 'zscore'
fraud.risk_level.min_last_10,fraud,Fraud attribute 'risk_level' with derivation 'min_last_10'
fraud.risk_level.max_last_10,fraud,Fraud attribute 'risk_level' with derivation 'max_last_10'
fraud.risk_level.avg_last_10,fraud,Fraud attribute 'risk_level' with derivation 'avg_last_10'
fraud.risk_level.sum_last_10,fraud,Fraud attribute 'risk_level' with derivation 'sum_last_10'
fraud.risk_level.stddev_last_10,fraud,Fraud attribute 'risk_level' with derivation 'stddev_last_10'
fraud.risk_level.last_seen,fraud,Fraud attribute 'risk_level' with derivation 'last_seen'
fraud.risk_level.count_last_1h,fraud,Fraud attribute 'risk_level' with derivation 'count_last_1h'
fraud.risk_level.count_last_24h,fraud,Fraud attribute 'risk_level' with derivation 'count_last_24h'
fraud.risk_level.count_last_7d,fraud,Fraud attribute 'risk_level' with derivation 'count_last_7d'
fraud.risk_level.count_last_30d,fraud,Fraud attribute 'risk_level' with derivation 'count_last_30d'
fraud.risk_level.flag_anomaly,fraud,Fraud attribute 'risk_level' with derivation 'flag_anomaly'
fraud.risk_level.rolling_avg_1h,fraud,Fraud attribute 'risk_level' with derivation 'rolling_avg_1h'
fraud.risk_level.rolling_avg_24h,fraud,Fraud attribute 'risk_level' with derivation 'rolling_avg_24h'
fraud.risk_level.velocity_flag,fraud,Fraud attribute 'risk_level' with derivation 'velocity_flag'
fraud.risk_level.trend_up,fraud,Fraud attribute 'risk_level' with derivation 'trend_up'
fraud.risk_level.trend_down,fraud,Fraud attribute 'risk_level' with derivation 'trend_down'
fraud.risk_level.missing_flag,fraud,Fraud attribute 'risk_level' with derivation 'missing_flag'
compliance.aml_flag.raw,compliance,Compliance attribute 'aml_flag' with derivation 'raw'
compliance.aml_flag.normalized,compliance,Compliance attribute 'aml_flag' with derivation 'normalized'
compliance.aml_flag.zscore,compliance,Compliance attribute 'aml_flag' with derivation 'zscore'
compliance.aml_flag.min_last_10,compliance,Compliance attribute 'aml_flag' with derivation 'min_last_10'
compliance.aml_flag.max_last_10,compliance,Compliance attribute 'aml_flag' with derivation 'max_last_10'
compliance.aml_flag.avg_last_10,compliance,Compliance attribute 'aml_flag' with derivation 'avg_last_10'
compliance.aml_flag.sum_last_10,compliance,Compliance attribute 'aml_flag' with derivation 'sum_last_10'
compliance.aml_flag.stddev_last_10,compliance,Compliance attribute 'aml_flag' with derivation 'stddev_last_10'
compliance.aml_flag.last_seen,compliance,Compliance attribute 'aml_flag' with derivation 'last_seen'
compliance.aml_flag.count_last_1h,compliance,Compliance attribute 'aml_flag' with derivation 'count_last_1h'
compliance.aml_flag.count_last_24h,compliance,Compliance attribute 'aml_flag' with derivation 'count_last_24h'
compliance.aml_flag.count_last_7d,compliance,Compliance attribute 'aml_flag' with derivation 'count_last_7d'
compliance.aml_flag.count_last_30d,compliance,Compliance attribute 'aml_flag' with derivation 'count_last_30d'
compliance.aml_flag.flag_anomaly,compliance,Compliance attribute 'aml_flag' with derivation 'flag_anomaly'
compliance.aml_flag.rolling_avg_1h,compliance,Compliance attribute 'aml_flag' with derivation 'rolling_avg_1h'
compliance.aml_flag.rolling_avg_24h,compliance,Compliance attribute 'aml_flag' with derivation 'rolling_avg_24h'
